,title,date,company,location,salary,description
720,"Senior Data Analyst, Clerk Grade 9/10",3d ago,Department of Education,Sydney,,Full-time Ongoing Appointment Location: Parramatta
721,"Senior Data Analyst, Clerk Grade 9/10",3d ago,Department of Education,Sydney,,Full-time Ongoing Appointment Location: Parramatta
722,Supply Chain Analyst,,ThreeSixty Supply Chain Group,Sydney,"Salary: $80,000 - $109,999","Supporting solutions development, implementation and optimisation projects with detailed analysis, interpretation and presentation of data."
723,Technical Business Analyst,,Camp Australia,Melbourne,,Exciting opportunity to join our IT team! Bring your technical skills and solutions focused approach and make a difference in the lives of children.
724,Multiple Data Developers/Analysts,3d ago,Compas Pty Ltd,Sydney,,Great new opportunity - APPLY NOW!
725,Power BI Developers - Large State Government - 6 Month Contract,3h ago,TRS - IT & Communications,Sydney,Salary: Neg Daily Rate - WFH - Melbourne CBD,Power BI Specialists - Large Data Migration to the Cloud - Melbourne CBD WFH - 6 Month Contract - State Government Customer
726,Data Analyst,12d ago,Roy Morgan Research,Melbourne,,An opportunity for a talented data analyst to join the Roy Morgan team!
727,Analyst,4d ago,Dexus,Sydney,,Fantastic opportunity for a driven and inspired Analyst to join the Dexus Property Performance team in a role that is truly value-adding and diverse!
728,Senior Business and Data analyst,5h ago,FinXL IT Professional Services,Sydney,,We have a current opportunity for a Senior Business Analyst on a contract basis. The position will be based in Sydney.
729,Data Analyst,7d ago,Aurec,ACT,,We are looking to engage a skilled and enthusiastic Data Analyst to join our Federal Government client!
730,Reporting Analyst,7d ago,DUAL Asia Pacific,Sydney,,We are looking for a Reporting Analyst to join our team in Sydney.
731,Business Analyst - Data (Banking),4d ago,Talenza,Sydney,Salary: $600 - $750 p.d. + superannuation,Talenza have been engaged by one of Australia's largest banks to find an experienced Business Analyst for an exciting project with the Risk space.
732,Customer Insights Analyst,6d ago,The Good Guys,Melbourne,"Salary: Competitive salary, great staff discounts & more!","Be a part of Australia’s fastest growing and largest consumer electronics retailing group - over 200 stores and 12,500 employees. Melbourne CBD."
733,Business Analyst,5h ago,John Sample Group,Sydney,,Specialises in Business Process Management in conjunction with the implementation of ISO:9001 Quality Management Systems.
734,ETL Developer,1h ago,Talenza,Sydney,Salary: $850 - $875 p.d. incl. Super,We are working with NSW Health to find an experienced developer to join the EDWARD Business Information (EBI) Program Data Warehouse team.
735,Data Analyst,10d ago,Evolve Scientific Recruitment,Melbourne,,An exciting opportunity for a data analyst to join a Global Pharmaceutical company on a 12 month contract
736,Database Technical Specialist,4d ago,Data#3 People Solutions NSW,Melbourne,"Salary: $100,000 - $139,999",Database | Application | SQL Scripting | Azure SQL DB | Sporting Orginisation
737,Consultant / Senior Consultant (Government),,Holocentric,ACT,,Build your experience in the government sector as a Holocentric Consultant. Combine your love for business analysis with relationship building.
738,Consultant / Senior Consultant (Government),,Holocentric,ACT,,Build your experience in the government sector as a Holocentric Consultant. Combine your love for business analysis with relationship building.
739,Consultant / Senior Consultant (Government),,Holocentric,ACT,,Build your experience in the government sector as a Holocentric Consultant. Combine your love for business analysis with relationship building.
740,Solution Specialist,,Mipela Geosolutions,Brisbane,,Do you love to see your IMPACT matter? The idea of working with a team of talented professionals in an innovative environment? Then apply here
741,Business Analyst,31m ago,Ashdown People,Sydney,Salary: $500-$520/day + Super,"Developing complex reports, dashboards and visualisations in Tableau and additional models in Excel."
742,Data Analyst - Digital Metering,7d ago,Sydney Water Corporation,Sydney,Salary: Competitive Package,You will create processes and methodologies to support water security across broader Sydney for years to come.
743,Capability Analyst,6h ago,BAE Systems,Melbourne,,"Working flexibly from anywhere in Australia you will he us reach our goals as we define the future skills required to deliver for our customer, und..."
744,Reporting Analyst,7d ago,Thomas Foods International,Adelaide,,We are seeking an experienced Reporting Analyst to deliver timely and accurate data and analysis to support key operational decisions
745,Research and Insights Analyst,4d ago,SuperFriend,Melbourne,,Champion the benefits of preventive and positive workplace mental health practices in Australia.
746,Reporting Analyst (Tableau),6d ago,Hays Technology,Sydney,,"Tableau Reporting Analyst l Permanent Opportunity l up to $130,000 plus super"
747,Senior Insights Analyst,6h ago,SEEK Limited,Melbourne,,Exciting opportunity to join the Commercial Strategy team at SEEK
748,Data Analyst - Governance,6d ago,Michael Page Information Technology,Sydney,,"Opportunity for a data governance analyst who has the background in BI delivery to work with an independent NFP, recognised by the Australian Gov."
749,Senior Data Analyst (357550),6h ago,Tasmanian Audit Office,Hobart,"Salary: $89,600 to $94,036 per annum",The Tasmanian Audit Office is looking for an experienced senior data analyst to join our newly created IT audit team.
750,Graduate Market Risk Analyst,50m ago,CS Energy,Brisbane,,"As we transform our business, we are empowering our people to explore new ways of thinking and working. It's an exciting time to join our team!"
751,Gas Portfolio Analyst,30m ago,Origin,Brisbane,,Join a team where you share your work! Exciting roster to keep you learning!
752,Data Analyst,11d ago,Western Rock Lobster Council,Perth,,"Are you a passionate Data and Information person seeking to leave a tangible and technology legacy for a sustainable, iconic West Australian industry"
753,Business Intelligence Developer (Power Platform),4h ago,Servian Pty Ltd,Brisbane,,"Are you in BI and looking to dive headfirst into Microsoft's Power Platform? Get to work with Power Apps, Power BI, Power Automate at Servian!"
754,Revenue Analyst,4h ago,"Oaks Hotels, Resorts and Suites",Brisbane,,"Currently seeking a Revenue Analyst for 60 hotels & resorts across Australia and New Zealand, implementing effective revenue management strategies."
755,Business Analyst,5h ago,Davidson,Brisbane,,"Contract till October 2022 with possibility of extension
Interstate candidates who would like to move to Brisbane can apply"
756,Data Analyst,12d ago,Map Talent Group,Sydney,,"Data Analyst required for a business critical project within the Regulatory space, work with a market leader in greenfield projects. Apply now!"
757,Pricing Analyst,40m ago,NTT Ltd,ACT,,Are you a Pricing Analyst looking for a new challenge? We are looking for Junior Pricing Analyst for some exciting projects with great benefits!
758,Business Analyst -Finance,,G8 Education,Gold Coast,,Attractive role for professionals that can provide in-depth strategic and analytical information
759,"Pricing & Inventory Analyst, Foxtel Media",,Foxtel Group,Sydney,,Looking for a data driven individual to lead the budget reporting & drive insights.
760,Data Analyst - Geoscience,7d ago,Imdex Limited,Brisbane,,Outstanding opportunity for an experienced Geoscience Data Analyst to enhance the next generation of our world leading products.
761,Technical Business Analyst,3d ago,Teachers Mutual Bank,Sydney,,"We are looking for an experienced superstar Business Analyst to join our Finance team at our multi award winning Bank, Teachers Mutual Bank. Apply !"
762,Business Analyst,4d ago,Youi Pty Ltd.,Melbourne,,A permanent position is now available for an experienced Business Analyst to join the team.
763,Data Analyst,7d ago,Whizdom,ACT,,"Demonstrated and extensive exp building reports and dashboards in Power BI, incl using DAX programming language. 6 mth contract."
764,"Junior Business Analyst, Melbourne",6d ago,Gallagher,Melbourne,,"Junior Business Analyst opportunity in a dynamic team at Gallagher to support a complex Digital Implementation project, fast paced and team centr..."
765,Data Analyst,12d ago,Map Talent Group,Melbourne,,"Data Analyst required for a business critical project within the Regulatory space, work with a market leader in greenfield projects. Apply now!"
766,Data Migration Analyst,5d ago,Property Exchange Australia (PEXA),Melbourne,,We're implementing Salesforce at PEXA! Be involved in the design of data migration / integration with existing PEXA systems and improve CX!
767,System Analyst,1d ago,Coles,Melbourne,,"Join Coles as a Systems Analyst and be part of our Transport Ops team, delivering our future transport transformation projects."
768,Junior Pricing & Forecasting Analyst,11d ago,Alinta Energy,Sydney,,We are looking for an up and coming Junior Pricing & Forecasting Analyst to support Alinta Energy's Merchant Energy.
769,BI Analyst,6d ago,Lendi,Sydney,,Seeking a BI Analyst to join our BI team for a 12 month Fixed term contract.
770,DATA ANALYST - GLOBAL CONSUMER PRODUCTS MANUFACTURER,10d ago,Roc Consulting,Gold Coast,,"GLOBAL FASHION, ACESSORIES & PROMO PRODUCTS MANUFACTURER NEEDING A DATA ANALYST TO JOIN GROWING TEAM. PLENTY OF JOB VARIETY + UNCAPPED CAREER SCOPE."
771,Data Analyst,13d ago,Australian Finance Group,Perth,,"Graduate role combining Data Analysis with the real-world application of identifying real world risks related to Credit, Fraud or Finance."
772,Graduate Analyst,4d ago,Discovery Holiday Parks,Adelaide,,Would you like to work with a Market Leader?
